sku,group_skus.0,options.0,options.1,group,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.target_posting_template,fields.target_listing_action,fields.garment_rise,fields.garment_waist_closure,fields.pattern_group,fields.swimwear_style,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.upf_rating,fields.subtype,fields.gender,fields.size_grouping,fields.audience,fields.garment_back_type,fields.garment_closure_type,fields.garment_sleeve_length_type,fields.sheerness,fields.bra_cup_construction,fields.coverage,fields.tax,fields.garment_construction_details,fields.season,options.0,options.1,group,barcode,name,fields.bullet_4_x,fields.bullet_5_x,fields.weight.value,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.1,fields.package_weight.value,fields.target_color,fields.abn_size,fields.bullet_4_y,fields.bullet_5_y,fields.color,fields.size
CSO004-BLK-L,variant-15,,,variant,Coppersuit - Women's Long Sleeve One Piece Swimsuit,Coppersuit,"Our Coppersuit Long Sleeve One Piece swimsuit is the ultimate sleek rashguard for all your active days in the water. Our long sleeved rash guard provides extra coverage and UPF 50+ protection from the sun, while providing full range of motion. This stylish swimsuit is also designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh all day long. An open-back tie detail and removable cups provide adjustable support and style. Hit the beach with this one piece!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,One Piece Rash Guard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Gathered,Pull-On,Long Sleeve,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Long Sleeve One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,Large,,,Black,L
CSO004-MIDN-L,variant-15,,,variant,Coppersuit - Women's Long Sleeve One Piece Swimsuit,Coppersuit,"Our Coppersuit Long Sleeve One Piece swimsuit is the ultimate sleek rashguard for all your active days in the water. Our long sleeved rash guard provides extra coverage and UPF 50+ protection from the sun, while providing full range of motion. This stylish swimsuit is also designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh all day long. An open-back tie detail and removable cups provide adjustable support and style. Hit the beach with this one piece!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,One Piece Rash Guard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Gathered,Pull-On,Long Sleeve,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Long Sleeve One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Blue,Large,,,Midnight,L
CSO004-MERL-L,variant-15,,,variant,Coppersuit - Women's Long Sleeve One Piece Swimsuit,Coppersuit,"Our Coppersuit Long Sleeve One Piece swimsuit is the ultimate sleek rashguard for all your active days in the water. Our long sleeved rash guard provides extra coverage and UPF 50+ protection from the sun, while providing full range of motion. This stylish swimsuit is also designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh all day long. An open-back tie detail and removable cups provide adjustable support and style. Hit the beach with this one piece!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,One Piece Rash Guard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Gathered,Pull-On,Long Sleeve,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Long Sleeve One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Red,Large,,,Merlot,L
CSO004-BLK-XL,variant-15,,,variant,Coppersuit - Women's Long Sleeve One Piece Swimsuit,Coppersuit,"Our Coppersuit Long Sleeve One Piece swimsuit is the ultimate sleek rashguard for all your active days in the water. Our long sleeved rash guard provides extra coverage and UPF 50+ protection from the sun, while providing full range of motion. This stylish swimsuit is also designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh all day long. An open-back tie detail and removable cups provide adjustable support and style. Hit the beach with this one piece!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,One Piece Rash Guard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Gathered,Pull-On,Long Sleeve,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Long Sleeve One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,X Large,,,Black,XL
CSO004-MIDN-XL,variant-15,,,variant,Coppersuit - Women's Long Sleeve One Piece Swimsuit,Coppersuit,"Our Coppersuit Long Sleeve One Piece swimsuit is the ultimate sleek rashguard for all your active days in the water. Our long sleeved rash guard provides extra coverage and UPF 50+ protection from the sun, while providing full range of motion. This stylish swimsuit is also designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh all day long. An open-back tie detail and removable cups provide adjustable support and style. Hit the beach with this one piece!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,One Piece Rash Guard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Gathered,Pull-On,Long Sleeve,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Long Sleeve One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Blue,X Large,,,Midnight,XL
CSO004-MERL-XL,variant-15,,,variant,Coppersuit - Women's Long Sleeve One Piece Swimsuit,Coppersuit,"Our Coppersuit Long Sleeve One Piece swimsuit is the ultimate sleek rashguard for all your active days in the water. Our long sleeved rash guard provides extra coverage and UPF 50+ protection from the sun, while providing full range of motion. This stylish swimsuit is also designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh all day long. An open-back tie detail and removable cups provide adjustable support and style. Hit the beach with this one piece!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,One Piece Rash Guard,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Gathered,Pull-On,Long Sleeve,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Long Sleeve One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Red,X Large,,,Merlot,XL
CSO002-BLK-S,variant-19,,,variant,Coppersuit - Women's Zip Front High Neck One Piece Swimsuit,Coppersuit,"Lounge at the beach in fresh style with this Coppersuit Zip Front High Neck One Piece, which will give you a sleek, sophisticated look. The swimsuit's high neck cut and racerback cutout will flatter your frame and shoulders. This one piece swimsuit is also designed with a stylish zip up front, and copper-infused fabric for antibacterial and odor-control features that will keep you feeling fresh all day, in and out of water. Throw on your favorite sunglasses and sandals for a breezy summer look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,Over The Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Zip Front High Neck One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,Small,,,Black,S
CSO002-BLK-M,variant-19,,,variant,Coppersuit - Women's Zip Front High Neck One Piece Swimsuit,Coppersuit,"Lounge at the beach in fresh style with this Coppersuit Zip Front High Neck One Piece, which will give you a sleek, sophisticated look. The swimsuit's high neck cut and racerback cutout will flatter your frame and shoulders. This one piece swimsuit is also designed with a stylish zip up front, and copper-infused fabric for antibacterial and odor-control features that will keep you feeling fresh all day, in and out of water. Throw on your favorite sunglasses and sandals for a breezy summer look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,Over The Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Zip Front High Neck One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,Medium,,,Black,M
CSO002-BLK-L,variant-19,,,variant,Coppersuit - Women's Zip Front High Neck One Piece Swimsuit,Coppersuit,"Lounge at the beach in fresh style with this Coppersuit Zip Front High Neck One Piece, which will give you a sleek, sophisticated look. The swimsuit's high neck cut and racerback cutout will flatter your frame and shoulders. This one piece swimsuit is also designed with a stylish zip up front, and copper-infused fabric for antibacterial and odor-control features that will keep you feeling fresh all day, in and out of water. Throw on your favorite sunglasses and sandals for a breezy summer look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,Over The Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Zip Front High Neck One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,Large,,,Black,L
CSO002-BLK-XL,variant-19,,,variant,Coppersuit - Women's Zip Front High Neck One Piece Swimsuit,Coppersuit,"Lounge at the beach in fresh style with this Coppersuit Zip Front High Neck One Piece, which will give you a sleek, sophisticated look. The swimsuit's high neck cut and racerback cutout will flatter your frame and shoulders. This one piece swimsuit is also designed with a stylish zip up front, and copper-infused fabric for antibacterial and odor-control features that will keep you feeling fresh all day, in and out of water. Throw on your favorite sunglasses and sandals for a breezy summer look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,Over The Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Zip Front High Neck One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,X Large,,,Black,XL
CCO002-BLK-S,variant-23,,,variant,CopperControl by Coppersuit - Women's Tummy Control Bandeau One Piece Swimsuit,Coppersuit,"Lounge at the beach in fresh style with this Coppersuit Zip Front High Neck One Piece, which will give you a sleek, sophisticated look. The swimsuit's high neck cut and racerback cutout will flatter your frame and shoulders. This one piece swimsuit is also designed with a stylish zip up front, and copper-infused fabric for antibacterial and odor-control features that will keep you feeling fresh all day, in and out of water. Throw on your favorite sunglasses and sandals for a breezy summer look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,Bandeau,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,,,Vacation,,,variant,1.95609E+11,CopperControl by Coppersuit - Women's Tummy Control Bandeau One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,Small,,,Black,S
CCO002-BLK-M,variant-23,,,variant,CopperControl by Coppersuit - Women's Tummy Control Bandeau One Piece Swimsuit,Coppersuit,"Lounge at the beach in fresh style with this Coppersuit Zip Front High Neck One Piece, which will give you a sleek, sophisticated look. The swimsuit's high neck cut and racerback cutout will flatter your frame and shoulders. This one piece swimsuit is also designed with a stylish zip up front, and copper-infused fabric for antibacterial and odor-control features that will keep you feeling fresh all day, in and out of water. Throw on your favorite sunglasses and sandals for a breezy summer look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,Bandeau,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,,,Vacation,,,variant,1.95609E+11,CopperControl by Coppersuit - Women's Tummy Control Bandeau One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,Medium,,,Black,M
CCO002-BLK-L,variant-23,,,variant,CopperControl by Coppersuit - Women's Tummy Control Bandeau One Piece Swimsuit,Coppersuit,"Lounge at the beach in fresh style with this Coppersuit Zip Front High Neck One Piece, which will give you a sleek, sophisticated look. The swimsuit's high neck cut and racerback cutout will flatter your frame and shoulders. This one piece swimsuit is also designed with a stylish zip up front, and copper-infused fabric for antibacterial and odor-control features that will keep you feeling fresh all day, in and out of water. Throw on your favorite sunglasses and sandals for a breezy summer look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,Bandeau,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,,,Vacation,,,variant,1.95609E+11,CopperControl by Coppersuit - Women's Tummy Control Bandeau One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,Large,,,Black,L
CCO002-BLK-XL,variant-23,,,variant,CopperControl by Coppersuit - Women's Tummy Control Bandeau One Piece Swimsuit,Coppersuit,"Lounge at the beach in fresh style with this Coppersuit Zip Front High Neck One Piece, which will give you a sleek, sophisticated look. The swimsuit's high neck cut and racerback cutout will flatter your frame and shoulders. This one piece swimsuit is also designed with a stylish zip up front, and copper-infused fabric for antibacterial and odor-control features that will keep you feeling fresh all day, in and out of water. Throw on your favorite sunglasses and sandals for a breezy summer look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,One Piece Swimsuits New,FULL,,,Solid,Bandeau,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),open,Pull-On,Sleeveless,,,Full,,,Vacation,,,variant,1.95609E+11,CopperControl by Coppersuit - Women's Tummy Control Bandeau One Piece Swimsuit,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",Removable cups,0.4,1,10,8,0.4,0.5,Black,X Large,,,Black,XL
CSB001-BLK-S,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,Small,,,Black,S
CSB001-MIDN-S,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Blue,Small,,,Midnight,S
CSB001-MERL-S,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Red,Small,,,Merlot,S
CSB001-BLK-M,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,Medium,,,Black,M
CSB001-MIDN-M,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Blue,Medium,,,Midnight,M
CSB001-MERL-M,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Red,Medium,,,Merlot,M
CSB001-BLK-L,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,Large,,,Black,L
CSB001-MIDN-L,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Blue,Large,,,Midnight,L
CSB001-MERL-L,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Red,Large,,,Merlot,L
